0.01 0.018592
0.02 0.037703
0.03 0.057290
0.04 0.077389
0.05 0.098038
0.06 0.119201
0.06 0.119201
0.08 0.163111
0.09 0.185932
0.10 0.209342
0.20 0.477093
0.40 1.246159
0.60 2.481128
0.80 4.454165
1.00 7.499987
1.50 21.800502
