L rho energy dudl virial
0.01 3.3e-05 0.003272 5.8e-05
0.02 3.1e-05 0.001588 0.000134
0.03 4e-05 0.001259 0.00013
0.04 5.1e-05 0.001295 9.6e-05
0.05 4.7e-05 0.001042 0.000113
0.06 8.3e-05 0.001492 0.000384
0.07 5.3e-05 0.000664 0.000109
0.08 0.000141 0.001548 0.000155
0.09 0.000146 0.001919 0.000284
0.10 0.000189 0.001801 0.00048
0.11 0.00017 0.001985 0.000562
0.12 0.000215 0.001567 0.000333
0.13 0.000221 0.001649 0.000203
0.14 0.000291 0.002545 0.000565
0.15 0.000226 0.001724 0.000463
0.16 0.000271 0.00128 0.000595
0.17 0.000289 0.00223 0.000564
0.18 0.000208 0.001624 0.000671
0.19 0.000227 0.001865 0.001195
0.20 0.00025 0.002975 0.000677
0.21 0.000306 0.002433 0.001065
0.22 0.000276 0.002163 0.000657
0.23 0.000319 0.003431 0.001044
0.24 0.000101 0.002797 0.000756
0.25 0.000321 0.002782 0.000495
0.26 0.000282 0.003198 0.00167
0.27 0.000616 0.004048 0.001771
0.28 0.000271 0.001897 0.001583
0.29 0.00117 0.007403 0.000625
0.30 0.000154 0.004552 0.001645
0.31 0.00063 0.005116 0.001246
0.32 0.000614 0.004476 0.002401
0.33 0.00044 0.005787 0.001594
0.34 0.000729 0.007365 0.000744
0.35 0.000737 0.005408 0.001518
0.36 0.001212 0.009686 0.002118
0.37 0.001366 0.009934 0.001325
0.38 0.000307 0.003485 0.001667
0.39 0.000762 0.009932 0.003524
0.40 0.000589 0.006769 0.002055
0.41 0.001245 0.013521 0.004276
0.42 0.001586 0.013009 0.006231
0.43 0.000873 0.0047 0.003024
0.44 0.001242 0.008994 0.003266
0.45 0.000695 0.009629 0.002365
0.46 0.001066 0.010312 0.005615
0.47 0.000982 0.00849 0.002506
0.48 0.001911 0.016204 0.007321
0.49 0.000382 0.004144 0.003435
0.50 0.001385 0.01457 0.006325
0.51 0.000739 0.009654 0.006982
0.52 0.00125 0.008693 0.002777
0.53 0.000752 0.008423 0.005922
0.54 0.001604 0.006566 0.005706
0.55 0.001346 0.014599 0.009673
0.56 0.001476 0.009483 0.008073
0.57 0.001597 0.011231 0.007138
0.58 0.001825 0.012543 0.007252
0.59 0.000919 0.006652 0.002356
0.60 0.001878 0.022304 0.017596
0.61 0.001268 0.008836 0.008286
0.62 0.002089 0.012696 0.009428
0.63 0.000961 0.009387 0.005084
0.64 0.001649 0.008412 0.006729
0.65 0.000779 0.008756 0.006903
0.66 0.002477 0.020088 0.013776
0.67 0.002148 0.009474 0.005823
0.68 0.001472 0.012954 0.009197
0.69 0.001959 0.013056 0.013448
0.70 0.002128 0.016457 0.012957
0.71 0.002063 0.012966 0.014875
0.72 0.001193 0.012497 0.01667
0.73 0.001615 0.007249 0.008049
0.74 0.001512 0.011718 0.009822
0.75 0.00159 0.017134 0.016791
0.76 0.00153 0.014883 0.014096
0.77 0.002183 0.013591 0.01419
0.78 0.000352 0.00287 0.007711
0.79 0.00082 0.005012 0.005515
0.80 0.001989 0.02173 0.022616
0.81 0.001345 0.017079 0.018162
0.82 0.001298 0.007579 0.007837
0.83 0.001092 0.007903 0.010182
0.84 0.002278 0.012987 0.019823
0.85 0.002116 0.018041 0.023336
0.86 0.000889 0.015284 0.017202
0.87 0.002599 0.017339 0.02543
0.88 0.000807 0.011643 0.017915
0.89 0.001292 0.004028 0.008535
0.90 0.001718 0.013709 0.019853
0.91 0.00179 0.019949 0.028819
0.92 0.001121 0.010479 0.014631
0.93 0.001586 0.00408 0.006288
0.94 0.002065 0.008402 0.00984
0.95 0.002262 0.01557 0.020824
0.96 0.002112 0.013777 0.021612
0.97 0.000889 0.012419 0.019774
0.98 0.002584 0.013616 0.017612
0.99 0.00151 0.004399 0.005216
1.00 0.001335 0.013617 0.020974
